Title,Price(Ty),Area(m2),Bedroom,Toilet,Location,Price_per_m2(trieu)
"Bán nhà 3 tầng Nguyên Tuân, Sơn Trà - chủ đang rất cần bán",5.2,75,4.0,3.0,"Sơn Trà, Đà Nẵng",69.33
"Bán đất đường An Thượng 27 sát biển Mỹ Khê, quận Ngũ Hành Sơn, 90m2, giá 9,5 tỷ",9.5,90,,,"Ngũ Hành Sơn, Đà Nẵng",105.56
Bán đất biệt thự 250m2 khu đảo vip (Hoà Xuân) đường Trung Lương 9,10.2,250,,,"Cẩm Lệ, Đà Nẵng",40.8
Bán nhà căn siêu đẹp 180m2 ngay bãi biển Mỹ Khê,12.9,180,3.0,2.0,"Sơn Trà, Đà Nẵng",71.67
"Chính chủ gửi bán biệt thự đường Tôn Thất Dương Kỵ - Hoà Xuân, Cẩm Lệ",0.0,255,,,"Cẩm Lệ, Đà Nẵng",
"Giá tốt chủ cần bán hướng Đông nam 108m2 giá chỉ 2,95 tỷ đô thị FPT",2.95,108,,,"Ngũ Hành Sơn, Đà Nẵng",27.32
"Hàng hiếm hai mặt tiền diện tích lớn sát biển Mỹ Khê, Quận Ngũ Hành Sơn, TP Đà Nẵng",22.0,285,,,"Ngũ Hành Sơn, Đà Nẵng",77.19
"Bán lô đất cách biển 100m đường Trần Hữu Dục kẹp cống kề góc ngã 3 Trường Sa, giá đầu tư",5.6,90,,,"Ngũ Hành Sơn, Đà Nẵng",62.22
"Bán đất đường Trần Quốc Vượng vị trí gần các toà chung cư Phú Mỹ An, chung cư Plaza FPT giá đầu tư",4.2,156,,,"Ngũ Hành Sơn, Đà Nẵng",26.92
Siêu phẩm Sơn Trà gần biển - Toà căn hộ đang cho thuê vận hành ổn nằm ngay phố Hàn Quốc,15.9,"88,7",12.0,12.0,"Sơn Trà, Đà Nẵng",179.26
"Duy nhất lô đất 200m2 ngang 13m kiệt Phan Tứ, Ngũ Hành Sơn, Đà Nẵng - Sổ sẵn giá chỉ 37 triệu/m2",7.5,200,,,"Ngũ Hành Sơn, Đà Nẵng",37.5
Bán lô góc đường Nguyễn Phan Chánh Và Nguyễn Văn Hưởng vị trí đẹp giá đầu tư,8.0,175,,,"Ngũ Hành Sơn, Đà Nẵng",45.71
"Bán nhà 78,2m2 Hoàng Diệu, Hải Châu, Đà Nẵng, đang cho thuê 14 tr/tháng",4.4,"78,2",4.0,3.0,"Hải Châu, Đà Nẵng",56.27
Bán lô đất khu E6 Kim Long - đường Hoà Phú 29 thông Nguyễn Sinh sắc,4.58,95,,,"Liên Chiểu, Đà Nẵng",48.21
"Bán nhanh 75m2 đất kiệt ô tô đường Bình An 7 vị trí trung tâm Hải Châu, Hoà Cường Bắc",3.3,75,,,"Hải Châu, Đà Nẵng",44.0
Tổng hợp lãi suất vay mua bất động sản ưu đãi nhất thị trường,,,,,,
"Cần bán lô góc đẹp nhất Đầm Sen B2.141 lô 1 (DT 170m2 ngang 9,8m) hướng Đông Nam + Tây Nam",9.2,170,,,"Ngũ Hành Sơn, Đà Nẵng",54.12
"Bán đất đường Bùi Công Trừng (Tây Nam, 100m2) - Hoà Xuân, Cẩm Lệ",4.05,100,,,"Cẩm Lệ, Đà Nẵng",40.5
Sở hữu căn hộ sông Hàn chỉ 700tr/căn hỗ trợ vay đến 70% giá trị,0.0,46,1.0,1.0,"Sơn Trà, Đà Nẵng",
"Chính chủ bán lô đất mặt biển đường Nguyễn Hữu An, Nại Hiên Đông, Sơn Trà, Đà Nẵng",12.42,180,,,"Sơn Trà, Đà Nẵng",69.0
Chuyển nhượng quỹ đất phát triển dự án trên 1000 căn hộ tại Đà Nẵng,0.0,5.000,,,"Điện Bàn, Quảng Nam",
"Siêu phẩm 2 tầng vào ở ngay, 105m2, khu trung tâm Hoà An - Cẩm Lệ - Đà Nẵng",3.75,105,2.0,3.0,"Cẩm Lệ, Đà Nẵng",35.71
"Căn hộ cao cấp hạng A view trực diện biển Mỹ Khê Đà Nẵng, sở hữu lâu dài",3.67,62,2.0,1.0,"Ngũ Hành Sơn, Đà Nẵng",59.16
Chính chủ cần bán lô đất biệt thự 250m2 đường Bùi Tá Hán thông sông giá đầu tư chỉ hơn 14 tỷ,14.8,250,,,"Ngũ Hành Sơn, Đà Nẵng",59.2
Chuẩn bị ra mắt dự án chung cư cao cấp Vista Residence trung tâm TP Đà Nẵng,0.0,82,2.0,2.0,"Hải Châu, Đà Nẵng",
Cập nhật giỏ hàng HAGL Da Nang bao giá toàn thị trường - sổ hồng lâu dài chỉ từ 2.x tỷ,0.0,94,,,"Thanh Khê, Đà Nẵng",
Bán biệt thự 2 mặt tiền trung tâm Hải Châu. Diện tích 150m2. Đang có dòng tiền 50 triệu/tháng,16.5,150,5.0,,"Hải Châu, Đà Nẵng",110.0
"Bán đất mặt tiền đường 47m2 Trần Đại Nghĩa, ngay chợ Non Nước, DT 120m2 giá 5,x tỷ",5.99,120,,,"Ngũ Hành Sơn, Đà Nẵng",49.92
Chính chủ bán cặp Đặng Vũ Hỷ ngang 19 sát biển Mỹ khê ngang 11 giá đầu tư,23.0,290,,,"Sơn Trà, Đà Nẵng",79.31
"Thanh Lương 20 - View công viên hướng Đông Nam.
Diện tích 100m2, giá 4 tỷ 250",4.25,100,,,"Cẩm Lệ, Đà Nẵng",42.5
Bán đất dự án khu Nam Hoà Xuân giá tốt,3.85,110,,,"Ngũ Hành Sơn, Đà Nẵng",35.0
"Siêu rẻ! Em vẫn còn 1 căn 2PN, căn hộ ngay cầu rồng chỉ 3.8 tỷ - Thanh toán dàn trải 18T - CK khủng",3.8,68,2.0,2.0,"Sơn Trà, Đà Nẵng",55.88
Tập đoàn SunGroup mở bán căn hộ cao cấp ĐN - giá sở hữu từ 1 tỷ 4 - hỗ trợ 0% lãi suất đến 2 năm,0.0,50,2.0,2.0,"Ngũ Hành Sơn, Đà Nẵng",
"Bán lô đất đường Vũ Xuân Thiều, đường thông, gần đường lớn Lê Quảng Chí",4.0,100,,,"Cẩm Lệ, Đà Nẵng",40.0
Bán gấp nhà mặt tiền 4 tầng - diện tích 210m2 đường Nguyễn Hữu Thọ kinh doanh đỉnh - Đà Nẵng,27.0,170,4.0,4.0,"Cẩm Lệ, Đà Nẵng",158.82
"Bán nhà kiệt 5m 82 Nguyễn Chánh thông Trần Đình Tri, giá chỉ 1,95 tỷ, LH:0934 888 ***",1.95,60,2.0,1.0,"Liên Chiểu, Đà Nẵng",32.5
"Bán đảo 2 - Đối diện công viên đường Nguyễn Mỹ hướng Đông Bắc, diện tích 112,5m2",4.5,"112,5",,,"Cẩm Lệ, Đà Nẵng",40.0
Tổng hợp lãi suất vay mua bất động sản ưu đãi nhất thị trường,,,,,,
"Bán nhanh nhà khu Hồ Xuân Hương - Sát biển, đối diện công viên - 182m2 - 7m mặt tiền - 13,7 tỷ",13.7,182,4.0,3.0,"Ngũ Hành Sơn, Đà Nẵng",75.28
Bán đất Đầm Sen. B2 141 lô 105 thông sông. Dự án Nam Hoà Xuân. Vị trí sát Minh Mạng,3.85,100,,,"Ngũ Hành Sơn, Đà Nẵng",38.5
"Cần bán nhanh 90m2 đường lớn y hình, về trung tâm TP chỉ 20 phút, tiện ích, giao thông thuận lợi",0.63,90,,,"Hòa Vang, Đà Nẵng",7.0
Cực tốt! Mặt phố kinh doanh Phạm Cự Lượng - gần Nguyễn Văn Thoại - ngang 6.3m nở hậu chỉ hơn 11 tỷ,11.5,102,3.0,3.0,"Sơn Trà, Đà Nẵng",112.74
Chuyển nhượng quỹ đất phát triển dự án trên 1000 căn hộ tại Đà Nẵng,0.0,5.000,,,"Điện Bàn, Quảng Nam",
"Bán lô góc 2 mặt tiền Vũng Trung 16, Nguyễn Quý Anh khu đô thị Phú Mỹ An, 132m2, giá tốt",0.0,132,,,"Ngũ Hành Sơn, Đà Nẵng",
Trương Xuân Nam B2 48 lô 66.67 khu Nam Hoà Xuân thông đảo kim cương DT 220m2. Hướng Đông Nam,7.5,220,,,"Ngũ Hành Sơn, Đà Nẵng",34.09
"Nhà 2 tầng MT đường 11,5m Phạm Kiệt ngay biển Mỹ Khê - ngang giá đất chỉ 9.3 tỷ - kề góc giá trị",9.3,90,,,"Ngũ Hành Sơn, Đà Nẵng",103.33
Chính chủ bán gấp căn hộ 2PN tầng 24 đẹp nhất dự án Hiyori Tower trung tâm Đà Nẵng,4.5,69,2.0,2.0,"Sơn Trà, Đà Nẵng",65.22
Chính chủ ngộp bank cần bán gấp căn góc 2PN The 6Nature Đà Nẵng,0.0,79,2.0,2.0,"Sơn Trà, Đà Nẵng",
Bán lô đất Bình Thái 2 - Hoà Thọ Đông - Cẩm Lệ.,6.8,255,,,"Cẩm Lệ, Đà Nẵng",26.67
Bán đất đường Ngô Quyền - Đối diện khu Phúc Lộc Viên,8.0,"123,7",,,"Sơn Trà, Đà Nẵng",64.67
Cơ hội sở hữu căn hộ trong mơ với giá cực kì hấp dẫn,1.5,60,2.0,,"Liên Chiểu, Đà Nẵng",25.0
"Cần bán gấp 1 lô đất rẻ Hoà Xuân, đường Cổ Mân Lan 1, lô đẹp, ngay khu dân cư, giá cực mềm",2.6,90,,,"Cẩm Lệ, Đà Nẵng",28.89
"Bán nhà cấp 4 kiệt Nguyễn Văn Huề, Thanh Khuê. DT: 57m2, ngang hơn 4m, 1tỷ990tr, kiệt thông thoáng",1.99,57,,,"Thanh Khê, Đà Nẵng",34.91
"Cần bán lô đất kiệt 5m Tân Hạnh, Hòa Phước",1.2,132,,,"Hòa Vang, Đà Nẵng",9.09
"Bán nhà MT đắc địa kinh doanh triệu đô Lê Duẩn, Hải Châu, Đà Nẵng",0.0,"414,2",,,"Hải Châu, Đà Nẵng",
"Lô góc 2 mặt tiền siêu đẹp đường Vũ Văn Cẩn, Phú Mỹ An giá tốt",0.0,120,,,"Ngũ Hành Sơn, Đà Nẵng",
Bán một số MT kinh doanh phố ẩm thực Lê Thanh Nghị - Hải Châu - Đà Nẵng,12.2,71,,,"Hải Châu, Đà Nẵng",171.83
"Bán 3 lô vip vị trí vàng xây cao tầng MT biển Phạm Văn Đồng, Sơn Trà, Đà Nẵng",90.0,"381,9",,,"Sơn Trà, Đà Nẵng",235.66
"Bán một số vị trí 2MT Kinh doanh Hoà Cường Nam, Hải Châu, giá tốt nhất thị trường Đà Nẵng",28.0,194,,,"Hải Châu, Đà Nẵng",144.33
Tổng hợp lãi suất vay mua bất động sản ưu đãi nhất thị trường,,,,,,
"Cực sốc 100m2 sạch đẹp đường 10,5m thông Lê Văn Hiến giá rẻ hơn đường 7.5m nội khu. LH Thủy",4.85,100,,,"Ngũ Hành Sơn, Đà Nẵng",48.5
"Bàn nhà 3 tầng kiệt 3m Trần Cao Vân thông Tôn Thất Đạm, Thanh khê. Dt: 35m2, nội thất như video",2.85,35,,,"Thanh Khê, Đà Nẵng",81.43
Bán căn hộ biển Đà Nẵng - dự án Newtown Diamond của CĐT BRG,2.77,44,1.0,1.0,"Ngũ Hành Sơn, Đà Nẵng",63.0
Bán cặp đất sát biển Mỹ Khê ngay gần đường Võ Nguyên Giáp ngang 10m,14.0,160,,,"Sơn Trà, Đà Nẵng",87.5
Chuyển nhượng quỹ đất phát triển dự án trên 1000 căn hộ tại Đà Nẵng,0.0,5.000,,,"Điện Bàn, Quảng Nam",
"Căn hộ sát biển Sơn Thủy - 4 tầng - 7 phòng - giáp lưng đường Minh Mạng (33m) - chỉ 7,75 tỷ",7.75,100,7.0,7.0,"Ngũ Hành Sơn, Đà Nẵng",77.5
"Bán đất đường Nguyễn Mậu Tài gần ngã 4 Chế Viết Tấn, đấu lưng Nguyễn Phước Lan Hoà Xuân",4.65,100,,,"Cẩm Lệ, Đà Nẵng",46.5
Bán lô đất đường 10m5 Nam Hòa Xuân B2.79 sạch đẹp 5x21.5m,4.15,"107,5",,,"Ngũ Hành Sơn, Đà Nẵng",38.6
Bán nhà 4 tầng 2 mặt tiền trước sau đường Nguyễn Hữu Thọ gần showroom Mercedes,12.0,107,6.0,4.0,"Hải Châu, Đà Nẵng",112.15
"Bán cặp đất FPT ngang 12m giai đoạn 1 gần Nam Kì Khởi Nghĩa, đấu lưng trục shophouse hướng Đông",7.0,"202,5",,,"Ngũ Hành Sơn, Đà Nẵng",34.57
"Bán toà nhà văn phòng 9 tầng + hầm đường lớn trung tâm Quận Sơn Trà đang cho thuê 2,5 tỷ/năm",46.0,250,18.0,10.0,"Sơn Trà, Đà Nẵng",184.0
Hàng hiếm còn sót lại lô góc 159.7m2 ngang 8.2m MT Trần Văn Dư ngay biển Mỹ Khê,0.0,"159,7",,,"Ngũ Hành Sơn, Đà Nẵng",
Chào bán nhà 3 tầng Khuê Mỹ + kèm căn nhà c4 kế bên đang cho thuê - giá chỉ nhỉnh 3 tỷ,3.33,86,3.0,2.0,"Ngũ Hành Sơn, Đà Nẵng",38.76
"Cần bán cặp đất MT đường 7m5 lề 4,5m Tân Thái 1, DT 190m2 ngang 9m cách biển chỉ 100m",10.6,190,,,"Sơn Trà, Đà Nẵng",55.79
"Bán lô đất đẹp MT đường Bình An 7, Q Hải Châu, gần Ỷ Lan Nguyên Phi giá rẻ 10 tỷ/218.2m2 ngang 6m",10.0,"218,2",,,"Hải Châu, Đà Nẵng",45.83
Bán đất Hoà Xuân ngay cầu Nguyễn Tri Phương - đường Trung Lương 6 - đường 7m5 - 110m2 giá tốt,3.25,110,,,"Cẩm Lệ, Đà Nẵng",29.54
Bán đất khu biệt thự đường Phạm Viết Chánh 230m2 view công viên (Cẩm Lệ),7.2,230,,,"Cẩm Lệ, Đà Nẵng",31.3
"Hàng hiếm sập hầm - căn góc 3 tầng kinh doanh đường 7,5m Khuê Trung, Cẩm Lệ, giá chỉ hơn 5 tỷ",5.6,68,4.0,4.0,"Cẩm Lệ, Đà Nẵng",82.35
"Bán nhanh - căn góc 3 tầng - mặt tiền Nguyễn Phước Nguyên - diện tích 156m2 ngang 8,6m - Thanh Khê",11.5,156,6.0,9.0,"Thanh Khê, Đà Nẵng",73.72
Bán toà nhà lô góc - Hồ Nguyên Trừng - có dòng tiền từ căn hộ và kinh doanh cafe - Cẩm Lệ - Đà Nẵng,10.8,114,,,"Cẩm Lệ, Đà Nẵng",94.74
"Bán đất đường An Cư 7 gần công viên Hồ Nghinh gần Biển, Sơn Trà",7.0,100,,,"Sơn Trà, Đà Nẵng",70.0
Tổng hợp lãi suất vay mua bất động sản ưu đãi nhất thị trường,,,,,,
Bán đất 2 mặt tiền đường Chu Huy Mân và Bùi Dương Lịch,21.5,327,,,"Sơn Trà, Đà Nẵng",65.75
"Bán đất 169,7m2 mặt tiền đường 10m5 Nguyễn Duy Trinh gần biển",6.6,"169,7",,,"Ngũ Hành Sơn, Đà Nẵng",38.89
"Bán lô đất 2MT đường Thái Văn A và Bá Giáng 6, giai đoạn 1 phường Hoà Quý, Ngũ Hành Sơn",4.1,159,,,"Ngũ Hành Sơn, Đà Nẵng",25.79
Bán đất đường Hải Triều 8x25m gần sông gần biển phù hợp xây biệt thự ở hoặc cho thuê,7.5,200,,,"Ngũ Hành Sơn, Đà Nẵng",37.5
Chuyển nhượng quỹ đất phát triển dự án trên 1000 căn hộ tại Đà Nẵng,0.0,5.000,,,"Điện Bàn, Quảng Nam",
"Cẩm Hương - Cặp Sonata độc quyền S1 59-61 mặt tiền 6m đường Trần Hưng Đạo sầm uất chiết khấu 15,5%",29.4,108,,,"Sơn Trà, Đà Nẵng",272.22
"Bán gấp siêu phẩm 3 tầng, 2 mặt tiền vị trí đẹp vừa ở vừa kinh doanh, nội thất cao cấp",6.5,88,,,"Liên Chiểu, Đà Nẵng",73.86
"Siêu phẩm nhà 3 tầng cổ điển kiệt ôtô Hòa Minh, Liên Chiểu. DT hơn 100m, có sân để ôtô, 4 tỷ hơn",4.0,100,3.0,,"Liên Chiểu, Đà Nẵng",40.0
Sun Symphony - Căn hộ cao cấp sở hữu tầm view xem pháo hoa đẹp nhất Đà Nẵng - Sổ hồng lâu dài,3.28,"35,5",1.0,1.0,"Sơn Trà, Đà Nẵng",92.28
Căn hộ Ocean Suites thuộc tổ hợp nghỉ dưỡng Ocean Resort diện tích 105m2 view biển,7.0,105,2.0,3.0,"Ngũ Hành Sơn, Đà Nẵng",66.67
"Bán toà văn phòng MT Trưng Nữ Vương 177,8m2 ngay Hoàng Diệu",24.0,"177,8",,,"Hải Châu, Đà Nẵng",134.98
"Bán lô đất đẹp MT đường 7m5 Nguyễn Lộ Trạch, Hải Châu, Hòa Cường Nam, Hải Châu",6.95,100,,,"Hải Châu, Đà Nẵng",69.5
"Bán lô đất biệt thự đường Tôn Thất Dương Kỵ view sông cực đẹp, cực mát, view cầu Nguyễn Tri Phương",13.0,"255,9",,,"Cẩm Lệ, Đà Nẵng",50.8
Bán lô góc Bà Huyện Thanh Quan sát đường Võ Nguyên Giáp - Gía 1x tỷ TL chính chủ,0.0,"97,9",,,"Ngũ Hành Sơn, Đà Nẵng",
Nắm chính chủ bán lô đất đường Lê Đỉnh kẹp cống 1m,2.85,100,,,"Cẩm Lệ, Đà Nẵng",28.5
"Biệt thự view sông Hàn, Khuê trung Khu Đảo nổi khép kín siêu vip. Xây villa đẳng cấp, giá 40 tr/m2",17.2,430,,,"Cẩm Lệ, Đà Nẵng",40.0
"Bán căn hộ cao cấp ven sông Hàn Đà Nẵng của Sun Group, 1PN chỉ từ 3,2 tỷ - trả trước chỉ với 900tr",3.2,40,1.0,1.0,"Sơn Trà, Đà Nẵng",80.0
Chính chủ cần bán căn nhà lửng mới kiệt 113 Ông Ích Khiêm. Sổ vuông đẹp,3.5,"80,2",2.0,2.0,"Hải Châu, Đà Nẵng",43.64
"Nhà đẹp Đà Nẵng - Bán nhà đẹp Luxury 3 tầng Tiểu La, sân rộng, sân thượng thoáng LH:0937 894 ***",5.8,94,4.0,,"Hải Châu, Đà Nẵng",61.7
Nhà đẹp 3 tầng MT Võ Nguyên Giáp giá rẻ chỉ tính đất,28.0,108,4.0,4.0,"Sơn Trà, Đà Nẵng",259.26
"Bán nhà mới đường Nguyễn Hữu Dật, Hòa Cường Bắc, Hải Châu, Đà Nẵng 11.5 tỷ",11.5,100,4.0,4.0,"Hải Châu, Đà Nẵng",115.0
Tổng hợp lãi suất vay mua bất động sản ưu đãi nhất thị trường,,,,,,
"Bán nhà 5 tầng kiệt 5m Tôn Đản, Cẩm Lệ. DT: 90m2, 3tỷ750, Full nột thất, ngân hàng hỗ trợ vay 80%",3.75,90,,,"Cẩm Lệ, Đà Nẵng",41.67
4tỷ600 cần bán gấp lô đất 92m2 trục giao nhau với Nguyễn Văn Thoại sát biển Mỹ khê,4.6,92,3.0,2.0,"Sơn Trà, Đà Nẵng",50.0
"Căn góc 2pn, DT 68m2 cách Cầu Rồng 200m - gía chưa tới 4tỷ, thanh toán nhàn trãi 30th",3.75,68,2.0,2.0,"Sơn Trà, Đà Nẵng",55.15
MT 15m Phan Đăng Lưu - Hòa Cường Bắc giá cần bán,13.5,131,,,"Hải Châu, Đà Nẵng",103.05
Chuyển nhượng quỹ đất phát triển dự án trên 1000 căn hộ tại Đà Nẵng,0.0,5.000,,,"Điện Bàn, Quảng Nam",
Cần bán lô Vũ Xuân Thiều hướng Đông Bắc. Gần lê quảng chí,4.0,100,,,"Cẩm Lệ, Đà Nẵng",40.0
"Bán đất đường Thuỷ Sơn 4, Hoà Hải, biển Sơn Thuỷ, Ngũ Hành Sơn. 125m2. Giá 4,75 tỷ.0901 159 ***",4.75,125,,,"Ngũ Hành Sơn, Đà Nẵng",38.0
Cơ hội sở hữu căn hộ luxury mặt tiền sông Hàn ngay TTTP Đà Nẵng - 50m2 - Giá nhỉnh 5 tỷ,5.5,50,1.0,1.0,"Hải Châu, Đà Nẵng",110.0
"Bán đất vườn Hòa Bắc, gần sông Cu Đê và thuộc KDL sinh thái",1.1,2.204,,,"Hòa Vang, Đà Nẵng",0.49909
Nhà mặt phố du lịch sát biển Phạm Văn Đồng,7.8,85,2.0,3.0,"Sơn Trà, Đà Nẵng",91.76
"Căn hộ đẹp nhất hiện nay tại Đà Nẵng Sun Symphony, chiết khấu 18%, hỗ trợ vay 70% miễn lãi suất 0%",2.4,35,1.0,1.0,"Sơn Trà, Đà Nẵng",68.57
"Bán cặp đất gía chỉ 13 tỷ/2 lô liền kề. Gần cầu sông Hàn, cách biển 600m",13.0,150,,,"Sơn Trà, Đà Nẵng",86.67
"Căn hộ cao cấp Symphony NH hỗ trợ 70% 0% lãi suất 30 tháng, vốn chỉ từ 670 triệu chiết khấu tới 18%",0.0,40,1.0,1.0,"Sơn Trà, Đà Nẵng",
"Sun Group mở bán căn hộ cao cấp 30 tầng ven sông Hàn, điểm bắn pháo hoa, sở hữu lâu dài, CK 18%",2.4,40,1.0,1.0,"Sơn Trà, Đà Nẵng",60.0
Sun Symphony Residence Đà Nẵng - giỏ hàng đợt 1 đầu tiên - đặt booking nhận ưu đãi chiết khấu khủng,2.4,40,,,"Sơn Trà, Đà Nẵng",60.0
"Căn hộ Đà Nẵng Symphony trực diện sông Hàn, mở bán giai đoạn 1 chiết khấu 18%, NH 70% miễn lãi suất",2.4,40,1.0,1.0,"Sơn Trà, Đà Nẵng",60.0
"Bán nhà 2 tầng MT đường Đặng Minh Khiêm, P. Thanh Khê Tây, Q. Thanh Khê - Giá 4 tỷ",4.0,82,3.0,2.0,"Thanh Khê, Đà Nẵng",48.78
Chính thức có giá trần căn hộ tòa S3 Symphony. Căn hộ cao cấp view pháo hoa đẹp nhất Đà Thành,3.2,55,2.0,1.0,"Sơn Trà, Đà Nẵng",58.18
"Bán đất đường Nguyễn Phước Lan Block B1.23. Vị trí đẹp giá tốt để đầu tư lâu dài. Hoà Xuân, Đà Nẵng",10.8,100,,,"Cẩm Lệ, Đà Nẵng",108.0
Gấp bán lô 2 mặt tiền đường Hồ Nghinh ngay khu phố Hàn. Đang cho thuê 25 tr/tháng,0.0,100,,,"Sơn Trà, Đà Nẵng",
"Mặt tiền trục Nguyễn Tất Thành, cạnh toà nhà cao tầng Trung Nam, ngã tư giao lộ Nguyễn Lương Bằng",6.0,"127,7",,,"Liên Chiểu, Đà Nẵng",46.98
Tổng hợp lãi suất vay mua bất động sản ưu đãi nhất thị trường,,,,,,
"Bán lô đất mặt tiền Đỗ Bá, trục 20m5 xuống biển, cách biển 500m. Giá 12 x tỷ",12.9,72,,,"Ngũ Hành Sơn, Đà Nẵng",179.17
"Bán nhà 3 tầng mặt tiền đường Tôn Đức Thắng, Liên Chiểu, 169m2, giá 12, x tỷ.0901 159 ***",0.0,169,3.0,3.0,"Liên Chiểu, Đà Nẵng",
Bán nhà 3 tầng ngang 7m MT Võ Nguyên Giáp - Đang cho thuê 700tr,0.0,140,,,"Ngũ Hành Sơn, Đà Nẵng",
"Bán 2 lô đất thuộc khu vực đắc địa nhất thành phố Đà Nằng, đất 264m2 mặt tiền đường Trần Văn Trứ",0.0,264,,,"Hải Châu, Đà Nẵng",
Chuyển nhượng quỹ đất phát triển dự án trên 1000 căn hộ tại Đà Nẵng,0.0,5.000,,,"Điện Bàn, Quảng Nam",
"Bán đất mặt tiền đường Nguyễn Hữu An, Thuộc khu đô thị Seaprodex Thuận Phước, Đà Nẵng",9.54,180,,,"Sơn Trà, Đà Nẵng",53.0
Bán lô đất 425m2 đối diện Mikazuki Japanese Resorts và gần Nami Beach Club. Liên hệ:0911 434 ***,0.0,425,,,"Liên Chiểu, Đà Nẵng",
"Bán nhà khu biển Sơn Thủy - cạnh công viên vui chơi - Sát Minh Mạng - khu căn hộ cho thuê - 4,8 tỷ",4.8,100,2.0,1.0,"Ngũ Hành Sơn, Đà Nẵng",48.0
"Lô đôi Nguyễn Thị Định gần chợ An Hải Bắc thông Trần Hưng Đạo - Khu bắn pháo hoa - 180m2 - 17,5 tỷ",17.5,180,,,"Sơn Trà, Đà Nẵng",97.22
Bán lô đất 463m2 mặt tiền đường Núi Thành. Hiện đang cho The Coffee House thuê 125 triệu/tháng.,0.0,463,,,"Hải Châu, Đà Nẵng",
Bán căn biệt thự biển góc 2 mặt tiền đường Mỹ Khê 1 giao đường Mỹ Khê 7,0.0,"252,5",,,"Sơn Trà, Đà Nẵng",
"Bán lô đất An Thượng 27 giá 9 tỷ, 90m2, gần Phan Liêm, gần Trần Bạch Đăng. LH0987 631 ***",9.5,90,,,"Ngũ Hành Sơn, Đà Nẵng",105.56
Bán cặp đất An Đồn 6 ngang10m 210m2. Giá 23tỷ,23.0,210,,,"Sơn Trà, Đà Nẵng",109.52
"Mai Chí Thọ, đảo vip view công viên, sát trục biệt thự sông.0905 621 ***",4.85,100,,,"Cẩm Lệ, Đà Nẵng",48.5
"Bán biệt thự gần bãi tắm Phạm Văn Đồng. Biệt thự có 4 phòng ngủ, bể bơi ngoài trời, phòng tập gym",0.0,247,4.0,,"Sơn Trà, Đà Nẵng",
"Bán nhanh lô đất 2 mặt tiền đường 30/4 giao với đường Lê Thanh Nghị, quận Hải Châu - Đà Nẵng",0.0,"295,5",,,"Hải Châu, Đà Nẵng",
"Bán 2 lô đất đường Nguyễn Tất Thành đối diện bãi tắm Hà Khê, quận Thanh Khê, Đà Nẵng",0.0,250,,,"Thanh Khê, Đà Nẵng",
Bán lô đất vip 2mt đường 30/4 giao đường Hàn Thuyên. Hiện đang cho thuê làm nhà hàng 160tr/tháng,0.0,"855,6",,,"Hải Châu, Đà Nẵng",
"Bán khách sạn/nhà nghỉ đang kinh doanh ổn định mặt tiền đường Lê Đại Hành, quận Cẩm Lệ, Tp Đà Nẵng",0.0,165,12.0,,"Cẩm Lệ, Đà Nẵng",
"Bán gấp lô đất vip 1325m2 hai mặt tiền trước sau đường Nguyễn Hữu Thọ, Quận Hải Châu, Tp Đà Nẵng",0.0,1.325,,,"Hải Châu, Đà Nẵng",
"Cần bán cặp đất block B8 đường Nguyễn Hữu An, view biển và núi Sơn Trà rất đẹp, thuộc khu Seaprodex",16.2,360,,,"Sơn Trà, Đà Nẵng",45.0
Tổng hợp lãi suất vay mua bất động sản ưu đãi nhất thị trường,,,,,,
"Lê Quang Đạo, 2 lô liền kề gần biển khu phố An Thượng. Vị trí được phép xây cao tầng",26.0,165,,,"Ngũ Hành Sơn, Đà Nẵng",157.58
